tconst	parentTconst	seasonNumber	episodeNumber
tt1368328	tt0455275	4	20
tt1368329	tt0972412	2	17
tt1368368	tt0840196	3	7
tt1368369	tt0840196	3	10
tt1368370	tt0840196	3	5
tt1368371	tt0840196	3	9
tt1368372	tt0840196	3	6
tt13683912	tt1794595	3	30
tt13683916	tt1794595	3	31
tt13683918	tt1794595	3	32
tt13683920	tt1794595	3	33
tt13683922	tt1794595	3	34
tt13683926	tt1794595	3	35
tt1368477	tt0948539	1	17
tt1368676	tt1235099	1	10
tt1368677	tt1235099	1	11
tt1368678	tt1235099	1	12
tt1368679	tt1235099	1	13
tt1368680	tt1235099	1	5
tt1368681	tt1235099	1	6
tt1368682	tt1235099	1	7
tt1368683	tt1235099	1	8
tt1368685	tt1235099	1	4
tt1368702	tt0411008	5	12
tt1368802	tt0840196	3	8
tt1369251	tt0368530	6	19
tt1369304	tt1179817	1	23
tt1369858	tt1225901	1	20
tt1370069	tt1179817	1	20
tt1370070	tt1179817	1	21
tt1370071	tt1179817	1	22
tt1370079	tt1160042	2	7
tt1370080	tt1160042	2	8
tt13702404	tt0449545	12	1
tt13702412	tt0449545	13	1
tt1370510	tt0247882	13	15
tt1370511	tt0247882	13	16
tt13705798	tt1877368	11	11
tt13705802	tt1877368	11	12
tt13713142	tt1888075	10	3
tt13715562	tt4591680	5	4
tt1371607	tt0458290	1	17
tt1371608	tt0458290	1	16
tt1372384	tt1225901	1	21
tt1372385	tt1225901	1	22
tt13728690	tt1307510	6	23
tt13728702	tt1307510	6	24
tt13728720	tt1307510	6	25
tt13728732	tt1307510	6	26
tt13728744	tt1307510	6	27
tt13735520	tt1794595	3	36
tt13735532	tt1794595	3	37
tt13735540	tt1794595	3	39
tt13735546	tt1794595	3	40
tt13735562	tt1794595	3	38
tt13735574	tt1794595	3	41
tt13735580	tt1794595	3	42
tt13735586	tt1794595	3	43
tt13735592	tt1794595	3	44
tt13735596	tt1794595	3	45
tt13736110	tt11782840	5	18
tt13736580	tt3986586	\N	\N
tt13736624	tt5916218	\N	\N
tt13738394	tt5994458	1	12
tt1374322	tt1094229	2	14
tt13751736	tt13690226	2	1
tt1375216	tt1160042	2	9
tt13761230	tt13276752	1	9
tt13764714	tt4591680	5	3
tt1376791	tt0105941	3	1
tt1376792	tt0105941	3	4
tt13773866	tt12968908	2	3
tt13775068	tt13772620	1	3
tt13776014	tt1595859	11	5
tt13777832	tt10801384	1	6
tt13781318	tt13346124	1	14
tt13783476	tt6813840	2	5
tt13786072	tt12614214	1	4
tt13786930	tt13786766	1	4
tt1378943	tt0411008	5	13
tt1378944	tt0411008	5	14
tt13789482	tt0449545	10	7
tt13789494	tt0449545	10	8
tt13789518	tt0449545	10	9
tt13789520	tt0449545	10	10
tt1378970	tt1142020	4	8
tt1378971	tt1142020	4	9
tt1378972	tt1142020	4	10
tt1378973	tt1142020	4	5
tt1378974	tt1142020	4	6
tt1378975	tt1142020	4	7
tt1378976	tt1142020	5	1
tt1378977	tt1142020	4	12
tt1378978	tt1142020	4	11
tt1378979	tt1142020	4	3
tt1378980	tt1142020	4	4
tt1379126	tt1059027	1	2
tt1379127	tt1059027	1	4
tt1379128	tt1059027	1	1
tt1379129	tt1059027	1	3
tt1379137	tt0972412	2	20
tt1379395	tt0413573	5	16
tt1379397	tt1094229	2	15
tt1379587	tt1160042	2	10
tt13800640	tt9590586	\N	\N
tt1380611	tt1132600	1	18
tt1380659	tt0458290	1	22
tt1380660	tt0458290	1	20
tt1380662	tt0458290	1	21
tt1380663	tt0458290	1	18
tt1380664	tt0458290	1	19
tt13808486	tt11924046	\N	\N
tt13808490	tt11924046	\N	\N
tt13808550	tt11924046	\N	\N
tt13819378	tt1094229	14	2
tt13819390	tt1094229	14	3
tt13828556	tt0262151	1	0
tt13832738	tt10313176	2	2
tt1383384	tt0318913	7	12
tt1383679	tt1236429	1	30
tt1383732	tt1225901	1	23
tt1383733	tt1225901	1	24
tt13841082	tt1307510	6	28
tt13841090	tt1307510	6	29
tt1384333	tt0758790	3	1
tt13846286	tt13833784	1	13
tt13846986	tt13814548	2	9
tt13848578	tt2741602	8	8
tt13849016	tt10801368	1	1
tt13852548	tt6394324	3	2
tt13852642	tt13157618	1	6
tt13854468	tt1888075	10	4
tt13856360	tt2741602	8	7
tt1385712	tt1094229	2	16
tt13860500	tt1828327	9	6
tt1386096	tt0068050	1	6
tt1386222	tt0224509	1	7
tt1386329	tt0368530	6	21
tt1386330	tt0368530	6	20
tt13871912	tt13781094	3	10
tt13872120	tt3909224	5	2
tt13878008	tt0407361	25	7
tt1388175	tt0852863	2	2
tt1388272	tt0318913	7	13
tt13885684	tt13784364	1	1
tt13885730	tt4591680	5	5
tt13886466	tt12653864	1	175
tt13887168	tt13316182	1	1
tt13887922	tt3909224	5	3
tt13887924	tt3909224	5	4
tt13887932	tt3909224	5	5
tt13887936	tt3909224	5	6
tt13893032	tt0364845	18	7
tt13899276	tt1595859	11	6
tt13899906	tt10323338	2	4
tt13899954	tt13893522	1	3
tt13900810	tt1828327	9	7
tt13900856	tt1888075	10	5
tt1390182	tt0368530	6	22
tt1390638	tt1094229	2	17
tt1390788	tt0758790	3	2
tt13913814	tt13911926	1	1
tt13913818	tt13911926	1	2
tt13914626	tt10313176	2	4
tt13916198	tt1094229	14	4
tt1392385	tt0076995	6	4
tt1392399	tt0076995	5	3
tt13925006	tt1595859	11	7
tt13926706	tt13911926	1	3
tt1392800	tt0220890	1	5
tt1392836	tt0247882	11	20
tt1392842	tt1327801	1	1
tt1392843	tt0397442	2	25
tt1392844	tt0397442	2	23
tt1392927	tt0852863	2	3
tt13929866	tt8447844	3	8
tt13929868	tt8447844	3	9
tt13929870	tt8447844	3	10
tt13929872	tt8447844	3	11
tt13929874	tt8447844	3	12
tt13929876	tt8447844	3	13
tt13931166	tt1794595	3	50
tt13931198	tt1794595	3	47
tt13931206	tt1794595	3	46
tt13931212	tt1794595	3	49
tt1393335	tt1327801	1	2
tt1393336	tt1327801	1	3
tt1393347	tt0397442	2	24
tt1393359	tt1094229	2	18
tt13936638	tt3909224	5	7
tt1394398	tt0859592	3	3
tt13944944	tt1888075	10	6
tt13946372	tt13814840	1	1
tt13946374	tt13814840	1	2
tt13946376	tt13814840	1	3
tt13946384	tt13814840	1	4
tt13946386	tt13814840	1	5
tt13946388	tt13814840	1	6
tt13946390	tt13814840	1	7
tt13946392	tt13814840	1	8
tt13946394	tt13814840	1	9
tt13946398	tt13814840	1	10
tt13946406	tt13814840	1	11
tt13946408	tt13814840	1	12
tt13946410	tt13814840	1	13
tt13946414	tt13814840	1	14
tt13946418	tt13814840	1	15
tt13946420	tt13814840	1	16
tt1394850	tt0455275	4	22
tt1394851	tt0972412	2	19
tt1395529	tt0455275	4	21
tt13959084	tt10313176	2	5
tt13959468	tt1094229	14	5
tt13964806	tt0182576	19	14
tt13967218	tt6394324	3	3
tt13971832	tt11342090	1	6
tt13974418	tt13971168	1	5
tt13974558	tt13971168	1	12
tt13977168	tt6394324	4	1
tt13977196	tt3107288	8	1
tt13977210	tt10313176	3	1
tt13977584	tt6394324	4	2
tt13977604	tt3107288	8	2
tt13977616	tt10313176	3	2
tt13978772	tt0449545	10	15
tt13978950	tt13972246	1	5
tt13981460	tt1888075	10	8
tt13983538	tt1888075	10	7
tt13983564	tt13584536	1	1
tt13983590	tt2741602	9	1
tt13984132	tt13973098	1	1
tt13985584	tt12833650	3	5
tt13985676	tt1828327	9	8
tt13986908	tt0364845	18	8
tt13987782	tt10313176	2	6
tt1398789	tt0852863	1	23
tt13990202	tt0247852	3	6
tt13990212	tt0247852	3	7
tt13990242	tt0247852	3	8
tt13990292	tt0247852	3	9
tt13990310	tt0247852	3	10
tt13990336	tt0247852	3	13
tt13990356	tt0247852	4	2
tt13990508	tt0247852	7	5
tt13990700	tt0247852	7	10
tt13990728	tt0247852	7	9
tt13990828	tt0247852	17	10
tt13991256	tt13905778	1	6
tt1399779	tt0411008	5	16
tt1399802	tt0930831	\N	\N
tt1400073	tt1327801	1	5
tt1400160	tt0411008	5	15
tt1400175	tt0368530	6	23
tt1400184	tt0487849	1	21
tt14002908	tt0247852	3	4
tt14003262	tt0247852	13	15
tt14003316	tt0247852	13	14
tt14003366	tt0247852	13	5
tt14003398	tt0247852	13	13
tt14003470	tt0247852	13	16
tt1400575	tt0859592	3	1
tt14009314	tt3648822	\N	\N
tt14009360	tt3648822	\N	\N
tt14009364	tt3648822	\N	\N
tt14009386	tt3648822	\N	\N
tt14009400	tt3648822	\N	\N
tt14009408	tt3648822	\N	\N
tt14009418	tt3648822	\N	\N
tt14009456	tt3648822	\N	\N
tt1401057	tt0758790	3	3
tt1401058	tt0758790	3	4
tt1401059	tt0758790	3	5
tt1401060	tt0758790	3	6
tt14010604	tt0103017	\N	\N
tt1401061	tt0758790	3	7
tt1401062	tt0758790	3	8
tt14012156	tt11737700	1	15
tt1401312	tt0859592	3	2
tt14017386	tt3648822	\N	\N
tt14017428	tt3648822	\N	\N
tt14017444	tt3648822	\N	\N
tt14017608	tt6394324	3	4
tt14017614	tt3648822	\N	\N
tt14017628	tt3648822	\N	\N
tt14017638	tt3648822	\N	\N
tt14019184	tt1828327	9	9
tt14022384	tt0247852	14	3
tt14022394	tt0247852	14	4
tt14022408	tt0247852	14	5
tt14022442	tt0247852	14	6
tt14022446	tt0247852	14	7
tt14022474	tt0247852	14	8
tt14022512	tt0247852	14	9
tt14022564	tt0247852	14	10
tt14022586	tt0247852	15	7
tt14022638	tt0247852	15	9
tt14022654	tt0247852	15	10
tt14022706	tt0247852	10	20
tt14022724	tt0247852	15	12
tt14022730	tt0247852	15	13
tt14022762	tt0247852	15	14
tt14022774	tt0247852	15	15
tt14022808	tt0247852	16	12
tt14022818	tt0247852	17	7
tt14022862	tt0247852	18	1
tt14023018	tt1307510	6	30
tt14023032	tt1307510	6	31
tt14026484	tt14024442	1	2
tt14026876	tt0294208	1	90
tt1402912	tt0236908	1	1
tt14031678	tt14030544	1	4
tt14031916	tt1844624	10	2
tt14031934	tt1844624	10	3
tt14031938	tt1844624	10	4
tt14031940	tt1844624	10	5
tt14031942	tt1844624	10	6
tt14031944	tt1844624	10	7
tt14031950	tt1844624	10	9
tt14035210	tt13979160	\N	\N
tt1403870	tt0859592	3	4
tt14039794	tt0159877	\N	\N
tt1404226	tt0413573	5	20
tt14043704	tt2378652	6	8
tt1404446	tt0460627	4	25
tt14044566	tt13664658	\N	\N
tt14045462	tt9679542	2	6
tt1404848	tt0460627	4	24
tt1404849	tt0460627	4	26
tt1405128	tt0236908	2	13
tt1405129	tt0236908	3	3
tt1405130	tt0236908	3	4
tt1405131	tt0236908	2	5
tt1405132	tt0236908	3	6
tt1405133	tt0236908	3	5
tt1405134	tt0236908	1	9
tt1405135	tt0236908	1	12
tt1405136	tt0236908	1	8
tt1405137	tt0236908	2	8
tt1405138	tt0236908	1	7
tt1405139	tt0236908	1	6
tt1405140	tt0236908	3	7
tt1405141	tt0236908	1	4
tt1405142	tt0236908	2	7
tt1405143	tt0236908	3	2
tt1405144	tt0236908	1	11
tt1405145	tt0236908	2	6
tt1405146	tt0236908	3	8
tt1405147	tt0236908	2	4
tt14061860	tt2610260	10	7
tt14063336	tt6394324	3	5
tt1406735	tt0368530	6	24
tt1407020	tt0439100	5	1
tt14071138	tt0364845	18	9
tt14071404	tt2741602	8	9
tt14075072	tt13186542	1	7
tt14077276	tt10449320	\N	\N
tt14078316	tt2741602	8	11
tt14082388	tt1178757	3	14
tt14084154	tt10313176	2	7
tt14084222	tt1828327	9	10
tt1408574	tt0182576	7	13
tt14088742	tt2741602	8	10
tt14091722	tt1828327	9	11
tt14094800	tt0294208	1	46
tt14094992	tt0294208	1	53
tt1409506	tt1403034	1	28
tt14096144	tt1094229	14	6
tt14096146	tt1094229	14	7
tt14096152	tt1094229	14	8
tt1409652	tt1332071	1	13
tt14096580	tt10422208	1	14
tt14097508	tt1595859	11	8
tt14098010	tt10422208	2	5
tt14100174	tt14088522	2	4
tt1410322	tt1081667	1	3
tt1410451	tt1400591	1	1
tt1410492	tt0452046	4	23
tt14105746	tt14101084	1	3
tt1410619	tt0460649	4	23
tt1410789	tt0364845	6	21
tt14111888	tt0294208	1	26
tt14112708	tt1595859	11	9
tt1412043	tt0182576	7	14
tt1412358	tt0972412	2	21
tt14123970	tt0294208	1	93
tt14124100	tt13992828	1	1
tt14124180	tt3909224	5	8
tt14126012	tt0364845	18	10
tt14127810	tt13930824	\N	\N
tt1412815	tt0460627	4	20
tt1412849	tt0086716	1	10
tt14129180	tt0294208	1	10
tt14129202	tt0294208	1	16
tt14135956	tt1043813	3	8
tt14137234	tt13041826	1	22
tt14137436	tt1828327	9	12
tt1413877	tt1307510	1	30
tt14139670	tt0182576	19	16
tt14139730	tt0182576	21	1
tt14148152	tt1595859	11	10
tt14156500	tt6394324	3	6
tt14156744	tt6850902	1	27
tt14156746	tt6850902	1	28
tt14156762	tt6850902	1	29
tt14156768	tt6850902	1	30
tt14156776	tt6850902	1	31
tt14156790	tt6850902	1	32
tt14156792	tt6850902	1	33
tt14156858	tt6850902	1	34
tt14156864	tt6850902	1	35
tt14156878	tt6850902	1	36
tt14156886	tt6850902	1	37
tt14156894	tt6850902	1	38
tt14156898	tt6850902	1	39
tt14156900	tt6850902	1	40
tt14157100	tt6850902	1	41
tt14157104	tt6850902	1	42
tt14157110	tt6850902	1	43
tt14157142	tt6850902	1	44
tt14157146	tt6850902	1	45
tt14157148	tt6850902	1	46
tt14157154	tt6850902	1	47
tt14157156	tt6850902	1	48
tt14157160	tt6850902	1	49
tt14157164	tt6850902	1	50
tt1415942	tt1195935	1	1
tt14160844	tt0182576	19	17
tt14164732	tt14032126	1	3
tt1416570	tt1400591	1	2
tt1416571	tt1400591	1	3
tt1416572	tt1400591	1	4
tt14165926	tt7491982	3	9
tt14168018	tt3909224	5	9
tt14176470	tt11150566	1	135
tt14176856	tt10313176	2	8
tt14177164	tt13760268	1	8
tt14177970	tt0413573	17	8
tt14180752	tt14003300	1	6
tt1418308	tt0397442	2	22
tt1418315	tt0364845	6	24
tt1418480	tt0159877	\N	\N
tt14187008	tt0449545	10	11
tt14187010	tt0449545	10	12
tt14187012	tt0449545	10	13
tt14187022	tt0449545	10	14
tt14187026	tt0449545	11	1
tt14187036	tt0449545	11	2
tt14187038	tt0449545	11	3
tt14187042	tt0449545	11	4
tt14187046	tt0449545	11	5
tt14187050	tt0449545	11	6
tt14187058	tt0449545	11	7
tt14187060	tt0449545	11	8
tt14187064	tt0449545	11	9
tt14187068	tt0449545	11	10
tt14187072	tt0449545	11	11
tt14187078	tt0449545	11	12
tt14187080	tt0449545	11	13
tt14187082	tt0449545	11	14
tt14187084	tt0449545	11	15
tt14187180	tt0449545	12	2
tt14187212	tt0449545	12	3
tt14187218	tt0449545	12	4
tt14187222	tt0449545	12	5
tt14187228	tt0449545	12	6
tt14187232	tt0449545	12	7
tt14187236	tt0449545	12	8
tt14187238	tt0449545	12	9
tt14187240	tt0449545	12	10
tt14187242	tt0449545	12	11
tt14187248	tt0449545	12	12
tt14187250	tt0449545	12	13
tt14187256	tt0449545	12	14
tt14187262	tt0449545	12	15
tt14187302	tt0449545	13	2
tt14187304	tt0449545	13	3
tt14187314	tt0449545	13	4
tt14187318	tt0449545	13	5
tt14187326	tt0449545	13	6
tt14187334	tt0449545	13	7
tt14187336	tt0449545	13	8
tt14187338	tt0449545	13	9
tt14187378	tt0449545	13	10
tt14187384	tt0449545	13	11
tt14187400	tt0449545	13	12
tt14187408	tt0449545	13	13
tt14187412	tt0449545	13	14
tt14187416	tt0449545	13	15
tt14189540	tt1641384	4	1
tt14191448	tt3909224	5	10
tt14197104	tt13598712	\N	\N
tt14197748	tt3560084	7	12
tt14200090	tt2610260	10	10
tt14201726	tt1307510	6	32
tt14201734	tt1307510	6	33
tt14203460	tt7235466	4	10
tt14203552	tt6394324	3	7
tt14205142	tt8118950	3	1
tt14205184	tt8118950	3	2
tt14205188	tt8118950	3	3
tt14205202	tt8118950	3	4
tt14205210	tt8118950	3	5
tt14205216	tt8118950	3	6
tt14205226	tt8118950	3	7
tt14205232	tt8118950	3	8
tt14205424	tt0182576	19	18
tt1420790	tt0810788	3	1
tt14211898	tt0413573	17	9
tt1421254	tt0972412	2	22
tt14215454	tt8586754	6	3
tt14218834	tt2931868	10	5
tt14222138	tt14177168	1	8
tt14222328	tt0413573	17	10
tt1422241	tt0452046	4	25
tt14222856	tt14202716	1	9
tt14223074	tt10313176	2	9
tt1422351	tt0364845	6	25
tt14224262	tt0364845	18	11
tt14224290	tt14216058	1	3
tt14225068	tt0413573	17	11
tt14227534	tt6394324	3	8
tt14227886	tt10451666	2	5
tt14230008	tt1828327	9	13
tt1423552	tt0164303	2	5
tt14236090	tt13814008	2	2
tt14243860	tt1094229	14	9
tt14243864	tt1094229	14	10
tt14251014	tt2741602	8	12
tt1425450	tt0810788	3	3
tt1425451	tt0810788	3	4
tt1425452	tt0810788	3	2
tt1425453	tt0810788	3	5
tt1425504	tt0452046	4	24
tt1425523	tt0460649	4	24
tt1425562	tt0852863	2	5
tt1425563	tt0852863	2	4
tt1425564	tt0852863	2	1
tt14257844	tt3107288	7	18
tt14258160	tt13891702	1	5
tt1425995	tt0098818	3	4
tt14260474	tt13938682	1	3
tt14263122	tt3909224	5	11
tt14266842	tt10313176	2	10
tt14270746	tt3107288	7	6
tt14270750	tt3107288	7	7
tt14270760	tt3107288	7	8
tt14270764	tt3107288	7	9
tt14270768	tt3107288	7	10
tt14270780	tt3107288	7	11
tt14270786	tt3107288	7	12
tt14270788	tt3107288	7	13
tt14270790	tt3107288	7	14
tt14270794	tt3107288	7	15
tt14270798	tt3107288	7	16
tt14270804	tt3107288	7	17
tt14273004	tt14207304	1	3
tt14275296	tt1828327	9	14
tt14280700	tt10313176	2	11
tt1428579	tt0904208	3	1
tt1428580	tt0904208	3	10
tt1428581	tt0904208	3	11
tt1428582	tt0904208	3	12
tt1428583	tt0904208	3	2
tt1428584	tt0904208	3	3
tt1428585	tt0904208	3	4
tt1428586	tt0904208	3	5
tt1428587	tt0904208	3	6
tt1428588	tt0904208	3	7
tt1428589	tt0904208	3	8
tt1428590	tt0904208	3	9
tt14286674	tt0364845	18	16
tt14287294	tt14270294	1	3
tt14291604	tt14287752	1	13
tt1430011	tt0092487	1	4
tt14300496	tt6951546	3	1
tt14308422	tt5995634	5	24
tt14315360	tt10982034	3	1
tt1431676	tt0439100	5	2
tt14318534	tt9871732	\N	\N
tt14324464	tt11440422	1	10
tt1432702	tt0088610	4	5
tt14330910	tt0413573	17	12
tt14337958	tt1595859	11	11
tt14343074	tt11273012	2	17
tt14343626	tt7571676	1	7
tt14344382	tt6394324	3	9
tt14345238	tt13376478	4	9
tt1434660	tt0449545	3	1
tt1434846	tt1190689	1	1
tt1435078	tt0413573	5	23
tt1435079	tt0413573	5	24
tt14351420	tt2741602	8	13
tt14354316	tt13905778	1	69
tt14359876	tt1595859	11	12
tt14361980	tt0364845	18	12
tt14361988	tt0364845	18	13
tt14362230	tt1595859	11	13
tt14371570	tt10313176	2	12
tt14371784	tt1828327	9	15
tt14371790	tt1828327	9	16
tt1437507	tt1190689	1	10
tt1437508	tt1190689	1	11
tt1437509	tt1190689	1	12
tt1437510	tt1190689	1	2
tt1437511	tt1190689	1	3
tt1437512	tt1190689	1	4
tt1437513	tt1190689	1	5
tt1437514	tt1190689	1	6
tt1437515	tt1190689	1	7
tt1437516	tt1190689	1	8
tt1437517	tt1190689	1	9
tt14378072	tt3909224	5	12
tt14396554	tt2741602	8	14
tt14397368	tt1307510	6	34
tt14397380	tt1307510	6	35
tt1439792	tt0804503	3	1
tt1439888	tt0275148	1	11
tt14404590	tt1844624	10	8
tt14405086	tt13833784	4	3
tt14406444	tt0413573	17	13
tt1440656	tt1236429	1	39
tt1440657	tt1236429	1	37
tt1440658	tt1236429	1	40
tt1440659	tt1236429	1	35
tt1440660	tt1236429	1	38
tt1440661	tt1236429	1	33
tt1440662	tt1236429	1	31
tt1440663	tt1236429	1	32
tt1440664	tt1236429	1	36
tt1440665	tt1236429	1	34
tt14408706	tt0386929	2	21
tt14408842	tt0182576	19	19
tt14408852	tt0182576	19	20
tt1441107	tt0810788	3	6
tt14412714	tt3909224	5	13
tt14416270	tt10313176	2	13
tt14416728	tt3909224	5	14
tt14417050	tt1828327	9	21
tt14419876	tt9795876	1	3
tt1442933	tt1327801	1	11
tt1442934	tt1327801	1	12
tt1442935	tt1327801	1	13
tt1442936	tt1327801	1	10
tt1442937	tt1327801	1	4
tt1442938	tt1327801	1	6
tt1442939	tt1327801	1	8
tt1442940	tt1327801	1	9
tt14429744	tt7942796	3	16
tt14432838	tt1828327	9	20
tt14432962	tt1828327	9	17
tt14433242	tt6394324	3	10
tt1443582	tt0810788	3	8
tt1443583	tt0810788	3	9
tt14437510	tt7221388	4	9
tt1443845	tt0810788	3	7
tt1444242	tt0439100	5	7
tt1444362	tt0859592	3	5
tt1444363	tt0859592	3	6
tt1444364	tt0859592	3	7
tt1444365	tt0859592	3	8
tt1444418	tt0773262	4	1
tt1444419	tt0773262	4	10
tt1444420	tt0773262	4	11
tt1444421	tt0773262	4	12
tt1444422	tt0773262	4	2
tt1444423	tt0773262	4	3
tt1444424	tt0773262	4	4
tt1444425	tt0773262	4	5
tt1444426	tt0773262	4	6
tt1444427	tt0773262	4	7
tt1444428	tt0773262	4	8
tt1444429	tt0773262	4	9
tt14445624	tt36107110	1	4
tt1444658	tt0439100	5	3
tt14450768	tt2741602	8	15
tt14454822	tt14453490	1	4
tt14459160	tt2283208	\N	\N
tt14459466	tt12250480	1	1
tt14463136	tt13196080	1	12
tt14465530	tt1887536	1	5
tt14465944	tt1828327	9	19
tt14467604	tt0413573	17	14
tt14469664	tt3909224	5	15
tt14469692	tt1888075	11	1
tt14470546	tt1828327	9	18
tt14470926	tt13992828	1	2
tt14470940	tt14470714	1	15
tt1447165	tt0439100	5	10
tt1447166	tt0439100	5	11
tt1447167	tt0439100	5	12
tt1447168	tt0439100	5	13
tt1447169	tt0439100	5	9
tt1447258	tt0262151	1	3
tt1447259	tt0262151	1	10
tt1447260	tt0262151	1	7
tt1447261	tt0262151	1	8
tt1447262	tt0262151	1	5
tt1447263	tt0262151	1	11
tt1447264	tt0262151	1	4
tt1447265	tt0262151	1	12
tt1447266	tt0262151	1	1
tt1447267	tt0262151	1	2
tt1447268	tt0262151	1	9
tt1447269	tt0262151	1	6
tt1447462	tt0393009	7	2
tt14483502	tt14430194	1	5
tt14483784	tt1635327	14	17
tt14484276	tt0247852	17	8
tt14484690	tt10801368	1	2
tt14484694	tt10801368	1	3
tt14484702	tt10801368	1	4
tt14484704	tt10801368	1	5
tt14484710	tt10801368	1	6
tt14484986	tt6394324	3	11
tt1448779	tt1321805	1	3
tt14491368	tt14453490	1	6
tt14495088	tt4591680	5	9
tt14495118	tt0364845	18	14
tt14495120	tt0364845	18	15
tt1449612	tt0804503	3	2
tt14496396	tt1887536	1	20
tt14497992	tt2741602	8	16
tt14500542	tt4635276	3	1
tt14504538	tt14500858	1	1
tt1450766	tt1321805	1	10
tt1450767	tt1321805	1	2
tt1450768	tt1321805	1	4
tt1450769	tt1321805	1	5
tt1450770	tt1321805	1	6
tt1450771	tt1321805	1	7
tt1450772	tt1321805	1	8
tt1450773	tt1321805	1	9
tt1450774	tt1321805	1	1
tt14508866	tt0413573	17	15
tt14508868	tt0413573	17	16
tt14508932	tt10313176	2	14
tt14510148	tt1595859	12	1
tt1451463	tt0859592	3	9
tt1451600	tt1179817	2	1
tt14518498	tt1595859	11	14
tt14518502	tt1595859	11	15
tt14518506	tt1595859	11	16
tt14518594	tt3909224	5	16
tt1452805	tt1286039	1	15
tt14531748	tt4635276	3	2
tt14531752	tt4635276	3	4
tt14531754	tt4635276	3	3
tt14531756	tt4635276	3	5
tt14532462	tt2741602	8	17
tt1453335	tt0411008	6	1
tt1453343	tt0368530	7	1
tt14535946	tt1887536	1	14
tt14548730	tt0847146	1	8
tt14548754	tt0847146	1	10
tt14551562	tt10313176	2	15
tt14562332	tt3909224	5	17
tt14563428	tt12961742	3	6
tt1456674	tt0105941	2	4
tt1456675	tt0105941	2	2
tt1456692	tt1628029	\N	\N
tt1456709	tt0247882	13	24
tt14572022	tt6394324	3	12
tt14572496	tt13485238	2	4
tt1457584	tt0439100	5	4
tt1457585	tt0439100	5	5
tt1457586	tt0439100	5	6
tt1457587	tt0439100	5	8
tt1457769	tt1225901	2	1
tt1457924	tt0413573	6	1
tt14586016	tt14256072	1	9
tt14587610	tt10427102	4	23
tt14588114	tt2741602	8	18
tt1459578	tt1263713	1	249
tt1459591	tt0810788	3	10
tt14597188	tt10313176	2	16
tt14597194	tt10313176	2	17
tt14597196	tt10313176	2	18
tt14597292	tt0413573	17	17
tt1459763	tt0393009	7	3
tt14599930	tt6394324	3	13
tt1460160	tt0409548	1	14
tt1460608	tt0321020	5	10
tt1461086	tt1179817	2	10
tt1461087	tt1179817	2	11
tt1461088	tt1179817	2	12
tt1461089	tt1179817	2	4
tt1461090	tt1179817	2	5
tt1461091	tt1179817	2	6
tt1461092	tt1179817	2	7
tt1461093	tt1179817	2	8
tt1461094	tt1179817	2	9
tt1461095	tt1179817	2	3
tt1461096	tt1179817	2	2
tt14612458	tt10801368	2	1
tt14613082	tt2741602	8	19
tt14617260	tt3909224	5	18
tt1461868	tt0199907	2	10
tt1461906	tt0460681	5	1
tt1462161	tt1307510	1	33
tt14622216	tt0413573	18	1
tt14627528	tt0364845	19	1
tt14627900	tt14624024	1	20
tt14632068	tt0313130	3	19
tt1463825	tt0859592	3	14
tt1463826	tt0859592	3	11
tt1464088	tt0460681	5	2
tt1464089	tt0460681	5	3
tt14642750	tt0262151	12	1
tt1464352	tt0859592	3	10
tt1464353	tt0859592	3	12
tt1464354	tt0859592	3	13
tt14645974	tt1589839	17	8
tt1464652	tt0080220	1	10
tt14649856	tt0262151	12	7
tt14650574	tt0313130	3	33
tt1465138	tt0368530	7	2
tt14655668	tt0262151	12	12
tt14655674	tt0262151	12	14
tt1465736	tt1416765	1	1
tt1465790	tt0318913	7	14
tt14660168	tt14579340	1	1
tt1466363	tt1103987	2	1
tt1466364	tt1103987	2	2
tt1466416	tt1460534	1	4
tt14664448	tt3909224	5	19
tt1467584	tt0843933	\N	\N
tt1467591	tt0843933	\N	\N
tt1467595	tt0843933	\N	\N
tt1467629	tt0411008	6	10
tt1467630	tt0411008	6	11
tt1467631	tt0411008	6	12
tt1467632	tt0411008	6	14
tt1467633	tt0411008	6	15
tt1467634	tt0411008	6	16
tt1467635	tt0411008	6	17
tt1467640	tt0411008	6	5
tt1467641	tt0411008	6	6
tt1467642	tt0411008	6	7
tt1467643	tt0411008	6	8
tt1467644	tt0411008	6	9
tt1467703	tt1266020	2	1
tt14677076	tt3107288	8	3
tt14677082	tt3107288	8	4
tt14677086	tt3107288	8	5
tt14677088	tt3107288	8	6
tt14677092	tt3107288	8	7
tt14677094	tt3107288	8	8
tt14677096	tt3107288	8	9
tt14677100	tt3107288	8	10
tt14677104	tt3107288	8	11
tt14677106	tt3107288	8	12
tt14677108	tt3107288	8	13
tt14677114	tt3107288	8	14
tt1467771	tt0398466	1	8
tt14680580	tt4591680	5	10
tt14683896	tt0313130	4	13
tt14684186	tt14180156	1	1
tt14684190	tt14180156	1	2
tt14684192	tt14180156	1	3
tt14684194	tt14180156	1	4
tt14684234	tt14180156	1	5
tt14684236	tt14180156	1	6
tt1468438	tt1117665	2	4
tt1468464	tt1280822	1	3
tt1468465	tt1280822	1	1
tt1468466	tt1280822	1	2
tt14685584	tt4591680	5	11
tt14685632	tt4591680	5	12
tt14685648	tt4591680	5	13
